HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data)
Provider;MINES ParisTech / Armines / Transvalor (France)
More information at;http://www.soda-is.com
Site latitude (positive means North);32.680
Site longitude (positive means East);-4.733
Elevation (m);1477
Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM)
Date beginning;2005-01-01
Date end;2005-12-31
Time reference (decimal hour);TU
Summarization (period of integration);Hour (h)
Date - Instant;The date or instant given for each value corresponds to the end of the summarization
Irradiance (W/m2);Irradiance averaged over the period (-999 if no data)
Lower bound (W/m2);Uncertainty in irradiance. Lower bound
Upper bound (W/m2);Uncertainty in irradiance. Upper bound. There is a 68% chance that the actual value is comprised between lower and upper bounds
Code;0: no data; 1: sun below horizon; 2: satellite assessment; 5: interpolation in time
Top of Atmosphere (W/m2);Irradiance averaged over the period at the top of the atmosphere (extraterrestrial)
Clear-Sky (W/m2);Typical irradiance averaged over the period if the sky were clear
Irradiation (Wh/m2);Irradiation over the period (-999 if no data)

Hourly mean irradiance and irradiation from HelioClim-3
Year;Month;Day;Time;Irradiance;Lower bound;Upper bound;Code;Top of Atmosphere;Clear-Sky;Irradiation;
2005;3;19;08.0000;103;27;135;2;310;172;103;
2005;3;19;09.0000;285;205;391;2;588;399;285;
2005;3;19;10.0000;504;445;603;2;826;616;504;
2005;3;19;11.0000;733;682;828;2;1007;778;733;
2005;3;19;12.0000;836;780;908;2;1119;878;836;
2005;3;19;13.0000;852;796;925;2;1155;907;852;
2005;3;19;14.0000;800;748;869;2;1111;863;800;
2005;3;19;15.0000;685;596;796;2;992;748;685;
2005;3;19;16.0000;472;366;588;2;804;572;472;
2005;3;19;17.0000;235;131;292;2;562;354;235;
2005;3;19;18.0000;76;13;111;2;280;135;76;
2005;3;19;19.0000;4;0;6;5;29;9;4;
2005;3;19;20.0000;0;0;0;1;0;0;0;
2005;3;19;21.0000;0;0;0;1;0;0;0;
2005;3;19;22.0000;0;0;0;1;0;0;0;
2005;3;19;23.0000;0;0;0;1;0;0;0;
2005;3;19;24.0000;0;0;0;1;0;0;0;
2005;3;20;01.0000;0;0;0;1;0;0;0;
2005;3;20;02.0000;0;0;0;1;0;0;0;
2005;3;20;03.0000;0;0;0;1;0;0;0;
2005;3;20;04.0000;0;0;0;1;0;0;0;
2005;3;20;05.0000;0;0;0;1;0;0;0;
2005;3;20;06.0000;0;0;0;1;0;0;0;
2005;3;20;07.0000;10;2;14;5;46;14;10;
2005;3;20;08.0000;123;32;160;2;315;148;123;
2005;3;20;09.0000;336;276;441;2;593;364;336;
2005;3;20;10.0000;539;476;645;2;830;575;539;
2005;3;20;11.0000;708;659;799;2;1011;746;708;
2005;3;20;12.0000;809;756;879;2;1124;855;809;
2005;3;20;13.0000;826;772;897;2;1159;891;826;
2005;3;20;14.0000;807;754;877;2;1116;850;807;
2005;3;20;15.0000;662;576;769;2;996;740;662;
2005;3;20;16.0000;511;429;583;2;809;570;511;
2005;3;20;17.0000;303;207;352;2;566;359;303;
2005;3;20;18.0000;110;29;143;2;285;141;110;
2005;3;20;19.0000;6;1;9;5;31;10;6;
2005;3;20;20.0000;0;0;0;1;0;0;0;
2005;3;20;21.0000;0;0;0;1;0;0;0;
2005;3;20;22.0000;0;0;0;1;0;0;0;
2005;3;20;23.0000;0;0;0;1;0;0;0;
2005;3;20;24.0000;0;0;0;1;0;0;0;
2005;3;21;01.0000;0;0;0;1;0;0;0;
2005;3;21;02.0000;0;0;0;1;0;0;0;
2005;3;21;03.0000;0;0;0;1;0;0;0;
2005;3;21;04.0000;0;0;0;1;0;0;0;
2005;3;21;05.0000;0;0;0;1;0;0;0;
2005;3;21;06.0000;0;0;0;1;0;0;0;
2005;3;21;07.0000;10;2;15;5;49;16;10;
2005;3;21;08.0000;123;32;160;2;320;159;123;
2005;3;21;09.0000;330;270;432;2;597;382;330;
2005;3;21;10.0000;563;497;675;2;835;597;563;
2005;3;21;11.0000;729;678;823;2;1016;768;729;
2005;3;21;12.0000;836;781;908;2;1128;876;836;
2005;3;21;13.0000;867;810;942;2;1164;913;867;
2005;3;21;14.0000;826;772;897;2;1120;877;826;
2005;3;21;15.0000;726;664;802;2;1001;770;726;
2005;3;21;16.0000;565;475;645;2;814;603;565;
2005;3;21;17.0000;349;266;394;2;571;393;349;
2005;3;21;18.0000;131;56;148;2;290;165;131;
2005;3;21;19.0000;8;2;12;5;33;13;8;
2005;3;21;20.0000;0;0;0;1;0;0;0;
2005;3;21;21.0000;0;0;0;1;0;0;0;
2005;3;21;22.0000;0;0;0;1;0;0;0;
2005;3;21;23.0000;0;0;0;1;0;0;0;
2005;3;21;24.0000;0;0;0;1;0;0;0;
2005;3;22;01.0000;0;0;0;1;0;0;0;
2005;3;22;02.0000;0;0;0;1;0;0;0;
2005;3;22;03.0000;0;0;0;1;0;0;0;
2005;3;22;04.0000;0;0;0;1;0;0;0;
2005;3;22;05.0000;0;0;0;1;0;0;0;
2005;3;22;06.0000;0;0;0;1;0;0;0;
2005;3;22;07.0000;15;3;22;5;52;23;15;
2005;3;22;08.0000;166;90;187;2;324;203;166;
2005;3;22;09.0000;409;343;466;2;602;441;409;
2005;3;22;10.0000;615;562;679;2;840;655;615;
2005;3;22;11.0000;779;725;879;2;1020;820;779;
2005;3;22;12.0000;872;814;947;2;1132;923;872;
2005;3;22;13.0000;901;842;979;2;1168;955;901;
2005;3;22;14.0000;867;810;942;2;1125;912;867;
2005;3;22;15.0000;674;586;783;2;1005;799;674;
2005;3;22;16.0000;469;364;585;2;818;621;469;
2005;3;22;17.0000;305;209;355;2;576;402;305;
2005;3;22;18.0000;114;30;148;2;295;167;114;
2005;3;22;19.0000;9;2;14;5;35;14;9;
2005;3;22;20.0000;0;0;0;1;0;0;0;
2005;3;22;21.0000;0;0;0;1;0;0;0;
2005;3;22;22.0000;0;0;0;1;0;0;0;
2005;3;22;23.0000;0;0;0;1;0;0;0;
2005;3;22;24.0000;0;0;0;1;0;0;0;
2005;3;23;01.0000;0;0;0;1;0;0;0;
2005;3;23;02.0000;0;0;0;1;0;0;0;
2005;3;23;03.0000;0;0;0;1;0;0;0;
2005;3;23;04.0000;0;0;0;1;0;0;0;
2005;3;23;05.0000;0;0;0;1;0;0;0;
2005;3;23;06.0000;0;0;0;1;0;0;0;
2005;3;23;07.0000;14;2;20;5;58;25;14;
2005;3;23;08.0000;160;68;182;2;334;207;160;
2005;3;23;09.0000;388;315;453;2;611;445;388;
2005;3;23;10.0000;607;556;671;2;848;658;607;
2005;3;23;11.0000;749;697;845;2;1027;821;749;
2005;3;23;12.0000;846;790;919;2;1138;922;846;
2005;3;23;13.0000;813;664;956;2;1172;951;813;
2005;3;23;14.0000;611;520;755;2;1128;905;611;
2005;3;23;15.0000;579;497;749;2;1007;789;579;
2005;3;23;16.0000;503;423;574;2;819;611;503;
2005;3;23;17.0000;302;207;352;2;576;391;302;
2005;3;23;18.0000;93;24;121;2;295;159;93;
2005;3;23;19.0000;6;0;10;5;35;13;6;
2005;3;23;20.0000;0;0;0;1;0;0;0;
2005;3;23;21.0000;0;0;0;1;0;0;0;
2005;3;23;22.0000;0;0;0;1;0;0;0;
2005;3;23;23.0000;0;0;0;1;0;0;0;
2005;3;23;24.0000;0;0;0;1;0;0;0;
2005;3;24;01.0000;0;0;0;1;0;0;0;
2005;3;24;02.0000;0;0;0;1;0;0;0;
2005;3;24;03.0000;0;0;0;1;0;0;0;
2005;3;24;04.0000;0;0;0;1;0;0;0;
2005;3;24;05.0000;0;0;0;1;0;0;0;
2005;3;24;06.0000;0;0;0;1;0;0;0;
2005;3;24;07.0000;14;2;20;5;61;29;14;
2005;3;24;08.0000;148;63;167;2;339;226;148;
2005;3;24;09.0000;317;260;415;2;616;471;317;
2005;3;24;10.0000;368;334;522;2;852;687;368;
2005;3;24;11.0000;506;415;676;2;1032;851;506;
2005;3;24;12.0000;784;696;948;2;1142;953;784;
2005;3;24;13.0000;936;874;1016;2;1176;983;936;
2005;3;24;14.0000;891;832;968;2;1132;940;891;
2005;3;24;15.0000;787;720;870;2;1011;826;787;
2005;3;24;16.0000;620;558;674;2;824;654;620;
2005;3;24;17.0000;406;326;452;2;581;436;406;
2005;3;24;18.0000;161;87;181;2;300;195;161;
2005;3;24;19.0000;12;3;16;5;38;18;12;
2005;3;24;20.0000;0;0;0;1;0;0;0;
2005;3;24;21.0000;0;0;0;1;0;0;0;
2005;3;24;22.0000;0;0;0;1;0;0;0;
2005;3;24;23.0000;0;0;0;1;0;0;0;
2005;3;24;24.0000;0;0;0;1;0;0;0;
2005;3;25;01.0000;0;0;0;1;0;0;0;
2005;3;25;02.0000;0;0;0;1;0;0;0;
2005;3;25;03.0000;0;0;0;1;0;0;0;
2005;3;25;04.0000;0;0;0;1;0;0;0;
2005;3;25;05.0000;0;0;0;1;0;0;0;
2005;3;25;06.0000;0;0;0;1;0;0;0;
2005;3;25;07.0000;23;6;30;5;64;32;23;
2005;3;25;08.0000;206;141;239;2;344;238;206;
2005;3;25;09.0000;462;409;522;2;620;491;462;
2005;3;25;10.0000;674;617;745;2;857;710;674;
2005;3;25;11.0000;833;778;904;2;1036;877;833;
2005;3;25;12.0000;931;869;1011;2;1146;980;931;
2005;3;25;13.0000;960;897;1043;2;1181;1011;960;
2005;3;25;14.0000;918;858;997;2;1136;967;918;
2005;3;25;15.0000;816;764;883;2;1016;854;816;
2005;3;25;16.0000;646;581;703;2;828;680;646;
2005;3;25;17.0000;429;352;461;2;586;459;429;
2005;3;25;18.0000;181;98;203;2;305;213;181;
2005;3;25;19.0000;15;4;19;5;41;22;15;
2005;3;25;20.0000;0;0;0;1;0;0;0;
2005;3;25;21.0000;0;0;0;1;0;0;0;
2005;3;25;22.0000;0;0;0;1;0;0;0;
2005;3;25;23.0000;0;0;0;1;0;0;0;
2005;3;25;24.0000;0;0;0;1;0;0;0;
2005;3;26;01.0000;0;0;0;1;0;0;0;
2005;3;26;02.0000;0;0;0;1;0;0;0;
2005;3;26;03.0000;0;0;0;1;0;0;0;
2005;3;26;04.0000;0;0;0;1;0;0;0;
2005;3;26;05.0000;0;0;0;1;0;0;0;
2005;3;26;06.0000;0;0;0;1;0;0;0;
2005;3;26;07.0000;25;7;33;5;71;37;25;
2005;3;26;08.0000;210;144;244;2;353;246;210;
2005;3;26;09.0000;460;407;519;2;629;488;460;
2005;3;26;10.0000;668;611;738;2;864;701;668;
2005;3;26;11.0000;822;768;893;2;1043;864;822;
2005;3;26;12.0000;919;858;998;2;1152;963;919;
2005;3;26;13.0000;946;883;1027;2;1185;991;946;
2005;3;26;14.0000;900;841;978;2;1139;946;900;
2005;3;26;15.0000;779;713;861;2;1017;832;779;
2005;3;26;16.0000;604;544;657;2;829;659;604;
2005;3;26;17.0000;393;299;443;2;586;441;393;
2005;3;26;18.0000;170;92;191;2;305;201;170;
2005;3;26;19.0000;13;4;18;5;40;20;13;
2005;3;26;20.0000;0;0;0;1;0;0;0;
2005;3;26;21.0000;0;0;0;1;0;0;0;
2005;3;26;22.0000;0;0;0;1;0;0;0;
2005;3;26;23.0000;0;0;0;1;0;0;0;
2005;3;26;24.0000;0;0;0;1;0;0;0;
2005;3;27;01.0000;0;0;0;1;0;0;0;
2005;3;27;02.0000;0;0;0;1;0;0;0;
2005;3;27;03.0000;0;0;0;1;0;0;0;
2005;3;27;04.0000;0;0;0;1;0;0;0;
2005;3;27;05.0000;0;0;0;1;0;0;0;
2005;3;27;06.0000;0;0;0;1;0;0;0;
2005;3;27;07.0000;28;7;37;5;74;38;28;
2005;3;27;08.0000;215;147;249;2;358;246;215;
2005;3;27;09.0000;456;404;516;2;634;487;456;
2005;3;27;10.0000;658;603;728;2;869;698;658;
2005;3;27;11.0000;809;756;879;2;1047;861;809;
2005;3;27;12.0000;915;855;994;2;1156;961;915;
2005;3;27;13.0000;951;888;1033;2;1189;990;951;
2005;3;27;14.0000;901;842;979;2;1143;946;901;
2005;3;27;15.0000;799;731;883;2;1022;834;799;
2005;3;27;16.0000;632;569;687;2;833;662;632;
2005;3;27;17.0000;416;341;446;2;590;445;416;
2005;3;27;18.0000;171;93;193;2;310;205;171;
2005;3;27;19.0000;14;4;19;5;43;21;14;
2005;3;27;20.0000;0;0;0;1;0;0;0;
2005;3;27;21.0000;0;0;0;1;0;0;0;
2005;3;27;22.0000;0;0;0;1;0;0;0;
2005;3;27;23.0000;0;0;0;1;0;0;0;
2005;3;27;24.0000;0;0;0;1;0;0;0;
2005;3;28;01.0000;0;0;0;1;0;0;0;
2005;3;28;02.0000;0;0;0;1;0;0;0;
2005;3;28;03.0000;0;0;0;1;0;0;0;
2005;3;28;04.0000;0;0;0;1;0;0;0;
2005;3;28;05.0000;0;0;0;1;0;0;0;
2005;3;28;06.0000;0;0;0;1;0;0;0;
2005;3;28;07.0000;31;8;40;5;78;43;31;
2005;3;28;08.0000;226;172;255;2;363;259;226;
2005;3;28;09.0000;475;421;537;2;638;504;475;
2005;3;28;10.0000;682;624;754;2;873;719;682;
2005;3;28;11.0000;836;781;908;2;1051;883;836;
2005;3;28;12.0000;939;886;1036;2;1160;985;939;
2005;3;28;13.0000;972;908;1055;2;1193;1015;972;
2005;3;28;14.0000;925;864;1005;2;1147;971;925;
2005;3;28;15.0000;822;769;890;2;1026;858;822;
2005;3;28;16.0000;652;587;710;2;837;684;652;
2005;3;28;17.0000;434;355;466;2;595;462;434;
2005;3;28;18.0000;185;100;208;2;314;217;185;
2005;3;28;19.0000;17;4;22;5;46;24;17;
2005;3;28;20.0000;0;0;0;1;0;0;0;
2005;3;28;21.0000;0;0;0;1;0;0;0;
2005;3;28;22.0000;0;0;0;1;0;0;0;
2005;3;28;23.0000;0;0;0;1;0;0;0;
2005;3;28;24.0000;0;0;0;1;0;0;0;
2005;3;29;01.0000;0;0;0;1;0;0;0;
2005;3;29;02.0000;0;0;0;1;0;0;0;
2005;3;29;03.0000;0;0;0;1;0;0;0;
2005;3;29;04.0000;0;0;0;1;0;0;0;
2005;3;29;05.0000;0;0;0;1;0;0;0;
2005;3;29;06.0000;0;0;0;1;0;0;0;
2005;3;29;07.0000;35;15;40;5;85;49;35;
2005;3;29;08.0000;236;179;266;2;372;273;236;
2005;3;29;09.0000;483;428;546;2;647;519;483;
2005;3;29;10.0000;697;638;770;2;881;733;697;
2005;3;29;11.0000;847;791;920;2;1057;895;847;
2005;3;29;12.0000;949;896;1047;2;1165;993;949;
2005;3;29;13.0000;980;915;1064;2;1196;1019;980;
2005;3;29;14.0000;926;865;1005;2;1149;971;926;
2005;3;29;15.0000;819;766;886;2;1027;855;819;
2005;3;29;16.0000;648;584;705;2;838;679;648;
2005;3;29;17.0000;429;351;460;2;595;457;429;
2005;3;29;18.0000;179;96;201;2;314;212;179;
2005;3;29;19.0000;15;4;20;5;46;23;15;
2005;3;29;20.0000;0;0;0;1;0;0;0;
2005;3;29;21.0000;0;0;0;1;0;0;0;
2005;3;29;22.0000;0;0;0;1;0;0;0;
2005;3;29;23.0000;0;0;0;1;0;0;0;
2005;3;29;24.0000;0;0;0;1;0;0;0;
2005;3;30;01.0000;0;0;0;1;0;0;0;
2005;3;30;02.0000;0;0;0;1;0;0;0;
2005;3;30;03.0000;0;0;0;1;0;0;0;
2005;3;30;04.0000;0;0;0;1;0;0;0;
2005;3;30;05.0000;0;0;0;1;0;0;0;
2005;3;30;06.0000;0;0;0;1;0;0;0;
2005;3;30;07.0000;33;9;43;5;89;45;33;
2005;3;30;08.0000;225;154;262;2;377;254;225;
2005;3;30;09.0000;465;412;525;2;651;493;465;
2005;3;30;10.0000;671;614;742;2;885;702;671;
2005;3;30;11.0000;820;766;890;2;1061;861;820;
2005;3;30;12.0000;921;869;1015;2;1169;959;921;
2005;3;30;13.0000;949;895;1046;2;1200;988;949;
2005;3;30;14.0000;917;857;996;2;1153;944;917;
2005;3;30;15.0000;795;728;879;2;1031;831;795;
2005;3;30;16.0000;596;528;673;2;842;658;596;
2005;3;30;17.0000;391;297;441;2;599;441;391;
2005;3;30;18.0000;161;87;181;2;319;202;161;
2005;3;30;19.0000;14;3;21;5;48;22;14;
2005;3;30;20.0000;0;0;0;1;0;0;0;
2005;3;30;21.0000;0;0;0;1;0;0;0;
2005;3;30;22.0000;0;0;0;1;0;0;0;
2005;3;30;23.0000;0;0;0;1;0;0;0;
2005;3;30;24.0000;0;0;0;1;0;0;0;
2005;3;31;01.0000;0;0;0;1;0;0;0;
2005;3;31;02.0000;0;0;0;1;0;0;0;
2005;3;31;03.0000;0;0;0;1;0;0;0;
2005;3;31;04.0000;0;0;0;1;0;0;0;
2005;3;31;05.0000;0;0;0;1;0;0;0;
2005;3;31;06.0000;0;0;0;1;0;0;0;
2005;3;31;07.0000;35;9;45;5;92;47;35;
2005;3;31;08.0000;228;155;265;2;382;257;228;
2005;3;31;09.0000;469;415;530;2;656;497;469;
2005;3;31;10.0000;676;619;747;2;889;709;676;
2005;3;31;11.0000;832;777;904;2;1065;878;832;
2005;3;31;12.0000;946;893;1043;2;1172;982;946;
2005;3;31;13.0000;976;921;1076;2;1204;1010;976;
2005;3;31;14.0000;924;863;1004;2;1157;963;924;
2005;3;31;15.0000;814;761;881;2;1035;846;814;
2005;3;31;16.0000;643;578;699;2;846;670;643;
2005;3;31;17.0000;407;326;453;2;604;447;407;
2005;3;31;18.0000;164;89;184;2;324;204;164;
2005;3;31;19.0000;13;2;20;5;51;23;13;
2005;3;31;20.0000;0;0;0;1;0;0;0;
2005;3;31;21.0000;0;0;0;1;0;0;0;
2005;3;31;22.0000;0;0;0;1;0;0;0;
2005;3;31;23.0000;0;0;0;1;0;0;0;
2005;3;31;24.0000;0;0;0;1;0;0;0;
2005;4;1;01.0000;0;0;0;1;0;0;0;
2005;4;1;02.0000;0;0;0;1;0;0;0;
2005;4;1;03.0000;0;0;0;1;0;0;0;
2005;4;1;04.0000;0;0;0;1;0;0;0;
2005;4;1;05.0000;0;0;0;1;0;0;0;
2005;4;1;06.0000;0;0;0;1;0;0;0;
2005;4;1;07.0000;25;4;36;5;100;45;25;
2005;4;1;08.0000;176;75;199;2;391;243;176;
2005;4;1;09.0000;321;232;442;2;664;477;321;
2005;4;1;10.0000;449;385;581;2;896;685;449;
2005;4;1;11.0000;498;409;665;2;1071;845;498;
2005;4;1;12.0000;571;472;746;2;1177;942;571;
2005;4;1;13.0000;559;463;730;2;1207;969;559;
2005;4;1;14.0000;632;537;780;2;1159;924;632;
2005;4;1;15.0000;639;555;742;2;1036;811;639;
2005;4;1;16.0000;489;380;610;2;847;646;489;
2005;4;1;17.0000;295;165;366;2;603;429;295;
2005;4;1;18.0000;137;59;156;2;323;194;137;
2005;4;1;19.0000;14;2;20;5;51;22;14;
2005;4;1;20.0000;0;0;0;1;0;0;0;
2005;4;1;21.0000;0;0;0;1;0;0;0;
2005;4;1;22.0000;0;0;0;1;0;0;0;
2005;4;1;23.0000;0;0;0;1;0;0;0;
2005;4;1;24.0000;0;0;0;1;0;0;0;
2005;4;2;01.0000;0;0;0;1;0;0;0;
2005;4;2;02.0000;0;0;0;1;0;0;0;
2005;4;2;03.0000;0;0;0;1;0;0;0;
2005;4;2;04.0000;0;0;0;1;0;0;0;
2005;4;2;05.0000;0;0;0;1;0;0;0;
2005;4;2;06.0000;0;0;0;1;0;0;0;
2005;4;2;07.0000;31;5;46;5;104;55;31;
2005;4;2;08.0000;213;145;248;2;395;277;213;
2005;4;2;09.0000;459;386;524;2;668;523;459;
2005;4;2;10.0000;560;494;670;2;900;737;560;
2005;4;2;11.0000;827;773;899;2;1075;899;827;
2005;4;2;12.0000;919;867;1013;2;1181;999;919;
2005;4;2;13.0000;759;678;910;2;1211;1027;759;
2005;4;2;14.0000;863;806;937;2;1163;982;863;
2005;4;2;15.0000;794;727;878;2;1040;868;794;
2005;4;2;16.0000;661;595;720;2;851;694;661;
2005;4;2;17.0000;446;366;479;2;608;474;446;
2005;4;2;18.0000;194;105;218;2;328;229;194;
2005;4;2;19.0000;20;5;26;5;54;29;20;
2005;4;2;20.0000;0;0;0;1;0;0;0;
2005;4;2;21.0000;0;0;0;1;0;0;0;
2005;4;2;22.0000;0;0;0;1;0;0;0;
2005;4;2;23.0000;0;0;0;1;0;0;0;
2005;4;2;24.0000;0;0;0;1;0;0;0;
2005;4;3;01.0000;0;0;0;1;0;0;0;
2005;4;3;02.0000;0;0;0;1;0;0;0;
2005;4;3;03.0000;0;0;0;1;0;0;0;
2005;4;3;04.0000;0;0;0;1;0;0;0;
2005;4;3;05.0000;0;0;0;1;0;0;0;
2005;4;3;06.0000;0;0;0;1;0;0;0;
2005;4;3;07.0000;40;10;52;5;108;59;40;
2005;4;3;08.0000;233;159;271;2;400;281;233;
2005;4;3;09.0000;477;422;539;2;672;522;477;
2005;4;3;10.0000;700;641;774;2;904;732;700;
2005;4;3;11.0000;850;794;923;2;1079;893;850;
2005;4;3;12.0000;942;889;1039;2;1184;991;942;
2005;4;3;13.0000;949;895;1046;2;1214;1018;949;
2005;4;3;14.0000;916;856;995;2;1166;971;916;
2005;4;3;15.0000;812;760;879;2;1044;856;812;
2005;4;3;16.0000;653;588;711;2;854;682;653;
2005;4;3;17.0000;435;356;467;2;612;463;435;
2005;4;3;18.0000;189;102;212;2;332;221;189;
2005;4;3;19.0000;20;5;26;5;57;28;20;
2005;4;3;20.0000;0;0;0;1;0;0;0;
2005;4;3;21.0000;0;0;0;1;0;0;0;
2005;4;3;22.0000;0;0;0;1;0;0;0;
2005;4;3;23.0000;0;0;0;1;0;0;0;
2005;4;3;24.0000;0;0;0;1;0;0;0;
2005;4;4;01.0000;0;0;0;1;0;0;0;
2005;4;4;02.0000;0;0;0;1;0;0;0;
2005;4;4;03.0000;0;0;0;1;0;0;0;
2005;4;4;04.0000;0;0;0;1;0;0;0;
2005;4;4;05.0000;0;0;0;1;0;0;0;
2005;4;4;06.0000;0;0;0;1;0;0;0;
2005;4;4;07.0000;51;22;58;5;117;67;51;
2005;4;4;08.0000;263;200;297;2;409;297;263;
2005;4;4;09.0000;515;456;581;2;681;539;515;
2005;4;4;10.0000;720;659;796;2;911;749;720;
2005;4;4;11.0000;865;808;940;2;1084;909;865;
2005;4;4;12.0000;958;904;1056;2;1189;1005;958;
2005;4;4;13.0000;959;905;1057;2;1218;1029;959;
2005;4;4;14.0000;922;861;1001;2;1168;981;922;
2005;4;4;15.0000;819;766;886;2;1045;864;819;
2005;4;4;16.0000;661;595;719;2;855;688;661;
2005;4;4;17.0000;444;363;477;2;612;469;444;
2005;4;4;18.0000;195;105;219;2;332;226;195;
2005;4;4;19.0000;21;5;27;5;57;30;21;
2005;4;4;20.0000;0;0;0;1;0;0;0;
2005;4;4;21.0000;0;0;0;1;0;0;0;
2005;4;4;22.0000;0;0;0;1;0;0;0;
2005;4;4;23.0000;0;0;0;1;0;0;0;
2005;4;4;24.0000;0;0;0;1;0;0;0;
2005;4;5;01.0000;0;0;0;1;0;0;0;
2005;4;5;02.0000;0;0;0;1;0;0;0;
2005;4;5;03.0000;0;0;0;1;0;0;0;
2005;4;5;04.0000;0;0;0;1;0;0;0;
2005;4;5;05.0000;0;0;0;1;0;0;0;
2005;4;5;06.0000;0;0;0;1;0;0;0;
2005;4;5;07.0000;51;22;58;5;121;69;51;
2005;4;5;08.0000;269;204;303;2;413;297;269;
2005;4;5;09.0000;514;456;581;2;685;537;514;
2005;4;5;10.0000;718;658;794;2;915;746;718;
2005;4;5;11.0000;866;809;941;2;1088;904;866;
2005;4;5;12.0000;958;904;1057;2;1192;999;958;
2005;4;5;13.0000;962;908;1061;2;1221;1024;962;
2005;4;5;14.0000;926;865;1005;2;1172;977;926;
2005;4;5;15.0000;817;765;884;2;1048;861;817;
2005;4;5;16.0000;661;595;719;2;858;687;661;
2005;4;5;17.0000;447;366;480;2;616;469;447;
2005;4;5;18.0000;190;102;213;2;336;227;190;
2005;4;5;19.0000;21;6;28;5;60;31;21;
2005;4;5;20.0000;0;0;0;1;0;0;0;
2005;4;5;21.0000;0;0;0;1;0;0;0;
2005;4;5;22.0000;0;0;0;1;0;0;0;
2005;4;5;23.0000;0;0;0;1;0;0;0;
2005;4;5;24.0000;0;0;0;1;0;0;0;
2005;4;6;01.0000;0;0;0;1;0;0;0;
2005;4;6;02.0000;0;0;0;1;0;0;0;
2005;4;6;03.0000;0;0;0;1;0;0;0;
2005;4;6;04.0000;0;0;0;1;0;0;0;
2005;4;6;05.0000;0;0;0;1;0;0;0;
2005;4;6;06.0000;0;0;0;1;0;0;0;
2005;4;6;07.0000;49;13;64;5;125;66;49;
2005;4;6;08.0000;257;195;290;2;418;287;257;
2005;4;6;09.0000;479;403;547;2;689;525;479;
2005;4;6;10.0000;675;618;746;2;919;733;675;
2005;4;6;11.0000;835;780;907;2;1091;890;835;
2005;4;6;12.0000;938;885;1034;2;1196;985;938;
2005;4;6;13.0000;943;890;1040;2;1224;1009;943;
2005;4;6;14.0000;907;847;985;2;1175;960;907;
2005;4;6;15.0000;798;731;882;2;1052;843;798;
2005;4;6;16.0000;639;575;695;2;862;667;639;
2005;4;6;17.0000;419;336;466;2;620;447;419;
2005;4;6;18.0000;176;95;197;2;341;209;176;
2005;4;6;19.0000;19;5;25;5;63;27;19;
2005;4;6;20.0000;0;0;0;1;0;0;0;
2005;4;6;21.0000;0;0;0;1;0;0;0;
2005;4;6;22.0000;0;0;0;1;0;0;0;
2005;4;6;23.0000;0;0;0;1;0;0;0;
2005;4;6;24.0000;0;0;0;1;0;0;0;
2005;4;7;01.0000;0;0;0;1;0;0;0;
2005;4;7;02.0000;0;0;0;1;0;0;0;
2005;4;7;03.0000;0;0;0;1;0;0;0;
2005;4;7;04.0000;0;0;0;1;0;0;0;
2005;4;7;05.0000;0;0;0;1;0;0;0;
2005;4;7;06.0000;0;0;0;1;0;0;0;
2005;4;7;07.0000;32;6;47;5;134;61;32;
2005;4;7;08.0000;163;43;213;2;427;274;163;
2005;4;7;09.0000;361;296;473;2;697;515;361;
2005;4;7;10.0000;648;593;717;2;926;725;648;
2005;4;7;11.0000;777;723;876;2;1097;883;777;
2005;4;7;12.0000;906;855;999;2;1200;979;906;
2005;4;7;13.0000;879;830;970;2;1227;1001;879;
2005;4;7;14.0000;778;691;941;2;1177;949;778;
2005;4;7;15.0000;754;690;833;2;1052;828;754;
2005;4;7;16.0000;626;563;681;2;862;648;626;
2005;4;7;17.0000;390;296;440;2;619;426;390;
2005;4;7;18.0000;148;63;167;2;340;190;148;
2005;4;7;19.0000;16;3;23;5;63;24;16;
2005;4;7;20.0000;0;0;0;1;0;0;0;
2005;4;7;21.0000;0;0;0;1;0;0;0;
2005;4;7;22.0000;0;0;0;1;0;0;0;
2005;4;7;23.0000;0;0;0;1;0;0;0;
2005;4;7;24.0000;0;0;0;1;0;0;0;
2005;4;8;01.0000;0;0;0;1;0;0;0;
2005;4;8;02.0000;0;0;0;1;0;0;0;
2005;4;8;03.0000;0;0;0;1;0;0;0;
2005;4;8;04.0000;0;0;0;1;0;0;0;
2005;4;8;05.0000;0;0;0;1;0;0;0;
2005;4;8;06.0000;0;0;0;1;0;0;0;
2005;4;8;07.0000;47;12;61;5;139;65;47;
2005;4;8;08.0000;247;169;288;2;431;281;247;
2005;4;8;09.0000;498;441;563;2;701;525;498;
2005;4;8;10.0000;714;653;789;2;929;741;714;
2005;4;8;11.0000;868;811;943;2;1100;903;868;
2005;4;8;12.0000;967;913;1067;2;1203;1001;967;
2005;4;8;13.0000;993;937;1096;2;1230;1028;993;
2005;4;8;14.0000;946;884;1028;2;1180;982;946;
2005;4;8;15.0000;831;777;899;2;1056;868;831;
2005;4;8;16.0000;636;572;692;2;866;696;636;
2005;4;8;17.0000;396;301;446;2;623;480;396;
2005;4;8;18.0000;151;64;171;2;345;240;151;
